1614;672;2017-09-10 20:36:55;
1617;581;2017-09-10 20:36:55;
1610;-1;2017-09-10 20:38:54;
1612;2226;2017-09-10 20:38:54;
1613;289;2017-09-10 20:38:54;
1614;673;2017-09-10 20:38:54;
1617;580;2017-09-10 20:38:54;
1622;-3;2017-09-10 20:38:54;
1630;534;2017-09-10 20:38:54;
1660;16;2017-09-10 20:38:54;
1951;2458;2017-09-10 20:38:54;
1959;366;2017-09-10 20:38:54;
1997;90;2017-09-10 20:38:54;
1998;31;2017-09-10 20:38:54;
1999;1;2017-09-10 20:38:54;
1997;89;2017-09-10 20:40:55;
1998;31;2017-09-10 20:40:55;
1999;1;2017-09-10 20:40:55;
1610;86;2017-09-10 20:40:55;
1612;2240;2017-09-10 20:40:55;
1613;289;2017-09-10 20:40:55;
1614;695;2017-09-10 20:40:55;
1617;580;2017-09-10 20:40:55;
1622;12;2017-09-10 20:40:55;
1630;528;2017-09-10 20:40:55;
1660;16;2017-09-10 20:40:55;
1951;2465;2017-09-10 20:40:55;
1959;367;2017-09-10 20:40:55;
1622;6;2017-09-10 20:42:55;
1630;530;2017-09-10 20:42:55;
1660;16;2017-09-10 20:42:55;
1951;2471;2017-09-10 20:42:55;
1959;368;2017-09-10 20:42:55;
1997;89;2017-09-10 20:42:55;
1998;31;2017-09-10 20:42:55;
1999;1;2017-09-10 20:42:55;
1610;75;2017-09-10 20:42:55;
1612;2246;2017-09-10 20:42:55;
1613;291;2017-09-10 20:42:55;
1614;676;2017-09-10 20:42:55;
